m/z,Intensity,Formula,Neutral Mass
450.85843,34.3,Cu1O19N5C1H2,450.8639
450.85843,34.3,Cu1O19N6,450.85131
450.85843,34.3,Cu1O20N2C3H4,450.86526
450.85843,34.3,Cu1O20N3C2H2,450.85267
450.85843,34.3,Cu2O10N9C3H3,450.85942
450.85843,34.3,Cu2O11N6C5H5,450.86078
450.85843,34.3,Cu2O13N8H5,450.85674
450.91791,45.9,Cu1O13N10C3H4,450.92545
450.91791,45.9,Cu1O14N8C4H4,450.91422
451.767,17.6,Cu2O18N1C2,451.77065
451.78877,41.4,Cu2O14N3C5,451.79715
451.78877,41.4,Cu2O16N5,451.79311
451.78877,41.4,Cu2O17N2C2H2,451.79447
451.78877,41.4,Cu2O17N3C1,451.78188
452.77118,25.0,Cu2O18N1C2H1,452.77848
452.85693,23.6,Cu1O17N5C4,452.85842
452.85693,23.6,Cu1O19N6H2,452.86697
452.85693,23.6,Cu1O20N4C1H2,452.85574
452.85693,23.6,Cu2O10N10C2H3,452.86249
452.85693,23.6,Cu2O11N7C4H5,452.86385
452.85693,23.6,Cu2O11N8C3H3,452.85126
452.85693,23.6,Cu2O12N5C5H5,452.85262
452.88214,17.2,Cu1O15N9C2,452.88088
452.88214,17.2,Cu1O16N6C4H2,452.88224
452.88214,17.2,Cu1O18N7H4,452.89079
452.88214,17.2,Cu1O19N5C1H4,452.87956
452.88214,17.2,Cu2O10N9C3H5,452.87508
452.92227,24.3,Cu1O14N9C3H4,452.91729
453.76373,30.1,Cu2O18N2C1,453.77372
453.77634,31.1,Cu2O17N4,453.78495
453.77634,31.1,Cu2O18N1C2H2,453.78631
453.77634,31.1,Cu2O18N2C1,453.77372
453.81976,26.0,Cu2O12N8C2,453.82268
453.81976,26.0,Cu2O13N5C4H2,453.82404
453.81976,26.0,Cu2O14N3C5H2,453.81281
453.81976,26.0,Cu2O16N4C1H4,453.82136
453.84985,12.7,Cu1O18N3C5H1,453.85502
453.84985,12.7,Cu1O20N5H1,453.85098
453.84985,12.7,Cu2O8N10C5,453.84918
453.84985,12.7,Cu2O11N8C3H4,453.85909
453.84985,12.7,Cu2O11N9C2H2,453.8465
453.84985,12.7,Cu2O12N6C4H4,453.84786
453.88962,14.4,Cu1O15N9C2H1,453.88871
453.88962,14.4,Cu1O16N6C4H3,453.89007
453.88962,14.4,Cu1O18N7H5,453.89862
453.88962,14.4,Cu1O19N5C1H5,453.88739
453.93225,29.1,Cu1O14N9C3H5,453.92512
454.79678,25.4,Cu2O15N2C5H1,454.79682
454.79678,25.4,Cu2O17N3C1H3,454.80537
454.79678,25.4,Cu2O17N4H1,454.79278
454.79678,25.4,Cu2O18N1C2H3,454.79414
454.82065,30.3,Cu2O12N8C2H1,454.83051
454.82065,30.3,Cu2O13N6C3H1,454.81928
454.82065,30.3,Cu2O14N3C5H3,454.82064
454.82065,30.3,Cu2O16N4C1H5,454.82919
454.82065,30.3,Cu2O16N5H3,454.8166
454.82065,30.3,Cu2O17N2C2H5,454.81796
454.88837,11.8,Cu1O15N9C2H2,454.89654
454.88837,11.8,Cu1O15N10C1,454.88395
454.88837,11.8,Cu1O16N6C4H4,454.8979
454.88837,11.8,Cu1O16N7C3H2,454.88531
454.88837,11.8,Cu1O17N4C5H4,454.88667
454.88837,11.8,Cu1O19N6H4,454.88263
454.92464,53.9,Cu1O14N10C2H4,454.92036
455.80847,19.7,Cu2O13N7C2,455.81452
455.80847,19.7,Cu2O14N4C4H2,455.81588
455.80847,19.7,Cu2O14N5C3,455.80329
455.80847,19.7,Cu2O15N2C5H2,455.80465
455.80847,19.7,Cu2O17N3C1H4,455.8132
455.80847,19.7,Cu2O17N4H2,455.80061
455.80847,19.7,Cu2O18N1C2H4,455.80197
455.88095,20.7,Cu1O16N8C2H1,455.88055
455.88095,20.7,Cu1O17N5C4H3,455.88191
455.88095,20.7,Cu1O19N6H5,455.89046
455.88095,20.7,Cu1O20N4C1H5,455.87923
456.7963,1016.3,Cu2O15N3C4H1,456.79989
456.7963,1016.3,Cu2O16N1C5H1,456.78866
456.7963,1016.3,Cu2O18N2C1H3,456.79721
456.80871,15677.8,Cu2O14N5C3H1,456.81112
456.80871,15677.8,Cu2O15N2C5H3,456.81248
456.80871,15677.8,Cu2O17N4H3,456.80844
456.80871,15677.8,Cu2O18N1C2H5,456.8098
456.85251,26.6,Cu1O18N5C3,456.85333
456.85251,26.6,Cu1O19N2C5H2,456.85469
456.85251,26.6,Cu2O9N9C5H1,456.84885
456.85251,26.6,Cu2O11N10C1H3,456.8574
456.85251,26.6,Cu2O12N7C3H5,456.85876
456.85251,26.6,Cu2O12N8C2H3,456.84617
456.85251,26.6,Cu2O13N5C4H5,456.84753
456.90781,25.3,Cu1O12N10C5H2,456.91488
456.90781,25.3,Cu1O15N9C2H4,456.9122
456.90781,25.3,Cu1O16N7C3H4,456.90097
457.76114,25.0,Cu2O19N2,457.76863
457.76114,25.0,Cu2O20C1,457.7574
457.80787,110.5,Cu2O13N8C1,457.81759
457.80787,110.5,Cu2O14N6C2,457.80636
457.80787,110.5,Cu2O15N3C4H2,457.80772
457.80787,110.5,Cu2O17N4H4,457.81627
457.80787,110.5,Cu2O18N2C1H4,457.80504
457.9008,148.5,Cu1O13N9C5H1,457.89889
457.9008,148.5,Cu1O15N10C1H3,457.90744
457.9008,148.5,Cu1O16N7C3H5,457.9088
457.9008,148.5,Cu1O16N8C2H3,457.89621
457.9008,148.5,Cu1O17N5C4H5,457.89757
457.90457,10.6,Cu1O13N9C5H1,457.89889
457.90457,10.6,Cu1O15N10C1H3,457.90744
457.90457,10.6,Cu1O16N7C3H5,457.9088
457.90457,10.6,Cu1O17N5C4H5,457.89757
458.80447,1743.2,Cu2O14N6C2H1,458.81419
458.80447,1743.2,Cu2O15N4C3H1,458.80296
458.80447,1743.2,Cu2O16N1C5H3,458.80432
458.80447,1743.2,Cu2O18N2C1H5,458.81287
458.80447,1743.2,Cu2O18N3H3,458.80028
458.81322,81.0,Cu2O14N6C2H1,458.81419
458.81322,81.0,Cu2O15N3C4H3,458.81555
458.81322,81.0,Cu2O18N2C1H5,458.81287
458.91122,22.8,Cu1O13N9C5H2,458.90672
458.91122,22.8,Cu1O15N10C1H4,458.91527
458.91122,22.8,Cu1O16N8C2H4,458.90404
458.93423,23.5,Cu1O12N10C5H4,458.93054
459.81317,24.4,Cu2O13N9,459.82066
459.81317,24.4,Cu2O14N6C2H2,459.82202
459.81317,24.4,Cu2O14N7C1,459.80943
459.81317,24.4,Cu2O15N3C4H4,459.82338
459.81317,24.4,Cu2O15N4C3H2,459.81079
459.81317,24.4,Cu2O16N1C5H4,459.81215
459.81317,24.4,Cu2O18N3H4,459.80811
459.8252,25.8,Cu2O11N7C5,459.8247
459.8252,25.8,Cu2O13N8C1H2,459.83325
459.8252,25.8,Cu2O13N9,459.82066
459.8252,25.8,Cu2O14N5C3H4,459.83461
459.8252,25.8,Cu2O14N6C2H2,459.82202
459.8252,25.8,Cu2O15N3C4H4,459.82338
459.8349,23.8,Cu1O20N2C4H1,459.84177
459.8349,23.8,Cu2O10N9C4,459.83593
459.8349,23.8,Cu2O12N10H2,459.84448
459.8349,23.8,Cu2O13N8C1H2,459.83325
459.8349,23.8,Cu2O14N5C3H4,459.83461
459.84625,21.4,Cu1O19N4C3H1,459.853
459.84625,21.4,Cu1O20N1C5H3,459.85436
459.84625,21.4,Cu1O20N2C4H1,459.84177
459.84625,21.4,Cu2O10N8C5H2,459.84852
459.84625,21.4,Cu2O12N10H2,459.84448
459.84625,21.4,Cu2O13N7C2H4,459.84584
459.88757,13.0,Cu1O14N8C5H1,459.89073
459.88757,13.0,Cu1O16N10H1,459.88669
459.88757,13.0,Cu1O17N7C2H3,459.88805
459.88757,13.0,Cu1O18N4C4H5,459.88941
459.89832,80.2,Cu1O13N10C4H1,459.90196
459.89832,80.2,Cu1O14N8C5H1,459.89073
459.89832,80.2,Cu1O16N9C1H3,459.89928
459.89832,80.2,Cu1O17N6C3H5,459.90064
460.76337,27.3,Cu2O20N1H1,460.7683
460.77463,22.5,Cu2O17N1C4H1,460.78357
460.77463,22.5,Cu2O20N1H1,460.7683
460.81219,13.6,Cu2O14N7C1H1,460.81726
460.81219,13.6,Cu2O15N4C3H3,460.81862
460.81219,13.6,Cu2O15N5C2H1,460.80603
460.81219,13.6,Cu2O16N1C5H5,460.81998
460.81219,13.6,Cu2O16N2C4H3,460.80739
460.81219,13.6,Cu2O18N3H5,460.81594
460.81219,13.6,Cu2O19N1C1H5,460.80471
460.82892,22.9,Cu1O20N3C3,460.83701
460.82892,22.9,Cu2O11N7C5H1,460.83253
460.82892,22.9,Cu2O13N9H1,460.82849
460.82892,22.9,Cu2O14N6C2H3,460.82985
460.82892,22.9,Cu2O15N3C4H5,460.83121
460.83807,31.4,Cu1O19N5C2,460.84824
460.83807,31.4,Cu1O20N3C3,460.83701
460.83807,31.4,Cu2O10N9C4H1,460.84376
460.83807,31.4,Cu2O11N7C5H1,460.83253
460.83807,31.4,Cu2O13N8C1H3,460.84108
460.83807,31.4,Cu2O14N5C3H5,460.84244
460.83807,31.4,Cu2O15N3C4H5,460.83121
460.87726,32.2,Cu1O14N9C4,460.88597
460.87726,32.2,Cu1O15N7C5,460.87474
460.87726,32.2,Cu1O17N8C1H2,460.88329
460.87726,32.2,Cu1O17N9,460.8707
460.87726,32.2,Cu1O18N5C3H4,460.88465
460.87726,32.2,Cu1O18N6C2H2,460.87206
460.87726,32.2,Cu1O19N3C4H4,460.87342
460.87726,32.2,Cu2O9N9C5H5,460.88017
461.802,28.9,Cu2O15N6C1,461.80127
461.802,28.9,Cu2O16N3C3H2,461.80263
461.802,28.9,Cu2O19N2H4,461.79995
461.86679,12.0,Cu1O18N7C1H1,461.8673
461.86679,12.0,Cu1O19N4C3H3,461.86866
461.86679,12.0,Cu1O20N1C5H5,461.87002
461.86679,12.0,Cu2O9N10C4H4,461.87541
461.86679,12.0,Cu2O10N8C5H4,461.86418
461.86679,12.0,Cu2O12N10H4,461.86014
461.89521,91.9,Cu1O14N9C4H1,461.8938
461.89521,91.9,Cu1O16N10H3,461.90235
461.89521,91.9,Cu1O17N7C2H5,461.90371
461.89521,91.9,Cu1O17N8C1H3,461.89112
461.89521,91.9,Cu1O18N5C3H5,461.89248
461.92563,27.3,Cu1O13N9C5H5,461.93021
461.92563,27.3,Cu1O13N10C4H3,461.91762
462.8158,18.3,Cu2O12N6C5H1,462.82437
462.8158,18.3,Cu2O14N8H1,462.82033
462.8158,18.3,Cu2O15N5C2H3,462.82169
462.8158,18.3,Cu2O15N6C1H1,462.8091
462.8158,18.3,Cu2O16N2C4H5,462.82305
462.8158,18.3,Cu2O16N3C3H3,462.81046
462.8158,18.3,Cu2O19N2H5,462.80778
463.81436,21.7,Cu2O12N7C4,463.81961
463.81436,21.7,Cu2O13N5C5,463.80838
463.81436,21.7,Cu2O15N6C1H2,463.81693
463.81436,21.7,Cu2O16N3C3H4,463.81829
463.81436,21.7,Cu2O17N1C4H4,463.80706
463.84119,18.8,Cu1O20N4C2H1,463.84791
463.84119,18.8,Cu2O11N8C4H2,463.84343
463.84119,18.8,Cu2O14N7C1H4,463.84075
463.87213,25.8,Cu1O16N6C5H1,463.87441
463.87213,25.8,Cu1O18N8H1,463.87037
463.87213,25.8,Cu1O19N5C2H3,463.87173
463.87213,25.8,Cu1O20N2C4H5,463.87309
463.87213,25.8,Cu2O10N9C4H4,463.86725
464.79108,86.3,Cu2O16N5C1H1,464.80094
464.79108,86.3,Cu2O17N3C2H1,464.78971
464.79108,86.3,Cu2O20N1H5,464.79962
464.80215,19.0,Cu2O15N7H1,464.81217
464.80215,19.0,Cu2O16N5C1H1,464.80094
464.80215,19.0,Cu2O17N2C3H3,464.8023
464.80215,19.0,Cu2O20N1H5,464.79962
464.82252,111.7,Cu2O12N7C4H1,464.82744
464.82252,111.7,Cu2O13N5C5H1,464.81621
464.82252,111.7,Cu2O15N6C1H3,464.82476
464.82252,111.7,Cu2O16N3C3H5,464.82612
464.82252,111.7,Cu2O17N1C4H5,464.81489
465.78055,21.0,Cu2O17N4C1,465.78495
465.78055,21.0,Cu2O18N1C3H2,465.78631
465.78055,21.0,Cu2O18N2C2,465.77372
465.82745,8.4,Cu2O11N10C2,465.83391
465.82745,8.4,Cu2O12N7C4H2,465.83527
465.82745,8.4,Cu2O12N8C3,465.82268
465.82745,8.4,Cu2O13N5C5H2,465.82404
465.82745,8.4,Cu2O15N6C1H4,465.83259
465.82745,8.4,Cu2O15N7H2,465.82
465.82745,8.4,Cu2O16N4C2H4,465.82136
466.83871,28.8,Cu1O20N6,466.84622
466.83871,28.8,Cu2O11N10C2H1,466.84174
466.83871,28.8,Cu2O12N7C4H3,466.8431
466.83871,28.8,Cu2O12N8C3H1,466.83051
466.83871,28.8,Cu2O13N5C5H3,466.83187
466.83871,28.8,Cu2O15N6C1H5,466.84042
466.89758,26.9,Cu1O15N9C3H2,466.89654
466.89758,26.9,Cu1O16N6C5H4,466.8979
466.89758,26.9,Cu1O18N8H4,466.89386
467.79273,59.2,Cu2O15N3C5,467.79206
467.79273,59.2,Cu2O17N4C1H2,467.80061
467.79273,59.2,Cu2O17N5,467.78802
467.79273,59.2,Cu2O18N1C3H4,467.80197
467.79273,59.2,Cu2O18N2C2H2,467.78938
467.79939,824.8,Cu2O14N5C4,467.80329
467.79939,824.8,Cu2O15N3C5,467.79206
467.79939,824.8,Cu2O17N4C1H2,467.80061
467.79939,824.8,Cu2O18N1C3H4,467.80197
467.86429,11.7,Cu1O17N6C4H1,467.86932
467.86429,11.7,Cu1O18N4C5H1,467.85809
467.86429,11.7,Cu1O20N5C1H3,467.86664
467.86429,11.7,Cu2O11N9C3H4,467.86216
467.91678,23.5,Cu1O15N8C4H5,467.91696
468.77734,13.3,Cu2O18N3C1H1,468.78462
468.77734,13.3,Cu2O19N1C2H1,468.77339
468.78391,28.3,Cu2O18N3C1H1,468.78462
468.78894,9.5,Cu2O17N5H1,468.79585
468.78894,9.5,Cu2O18N2C2H3,468.79721
468.78894,9.5,Cu2O18N3C1H1,468.78462
468.7978,125.4,Cu2O15N3C5H1,468.79989
468.7978,125.4,Cu2O17N5H1,468.79585
468.7978,125.4,Cu2O18N2C2H3,468.79721
468.89804,19.5,Cu1O15N10C2H2,468.89961
468.89804,19.5,Cu1O16N7C4H4,468.90097
469.81573,28.2,Cu2O13N8C2,469.81759
469.81573,28.2,Cu2O14N5C4H2,469.81895
469.81573,28.2,Cu2O15N3C5H2,469.80772
469.81573,28.2,Cu2O17N4C1H4,469.81627
469.85425,30.4,Cu1O18N5C4H1,469.86116
469.85425,30.4,Cu1O19N3C5H1,469.84993
469.85425,30.4,Cu2O12N8C3H4,469.854
469.86856,10.7,Cu1O17N7C3H1,469.87239
469.86856,10.7,Cu1O18N4C5H3,469.87375
469.86856,10.7,Cu1O18N5C4H1,469.86116
469.86856,10.7,Cu1O20N6H3,469.86971
469.86856,10.7,Cu2O11N10C2H4,469.86523
469.92002,236.5,Cu1O15N9C3H5,469.92003
469.92474,41.2,Cu1O15N9C3H5,469.92003
470.82449,22.6,Cu1O20N2C5,470.83394
470.82449,22.6,Cu2O13N8C2H1,470.82542
470.82449,22.6,Cu2O14N5C4H3,470.82678
470.82449,22.6,Cu2O17N4C1H5,470.8241
470.85529,11.9,Cu1O18N6C3,470.8564
470.85529,11.9,Cu1O19N3C5H2,470.85776
470.85529,11.9,Cu2O9N10C5H1,470.85192
470.85529,11.9,Cu2O12N8C3H5,470.86183
470.85529,11.9,Cu2O12N9C2H3,470.84924
470.85529,11.9,Cu2O13N6C4H5,470.8506
470.86902,22.6,Cu1O16N10C1,470.87886
470.86902,22.6,Cu1O17N8C2,470.86763
470.86902,22.6,Cu1O18N5C4H2,470.86899
470.86902,22.6,Cu1O20N6H4,470.87754
470.86902,22.6,Cu2O11N10C2H5,470.87306
470.86902,22.6,Cu2O12N8C3H5,470.86183
470.89124,22.4,Cu1O13N10C5,470.89413
470.89124,22.4,Cu1O16N9C2H2,470.89145
470.89124,22.4,Cu1O17N6C4H4,470.89281
470.8981,24.9,Cu1O13N10C5,470.89413
470.8981,24.9,Cu1O16N8C3H4,470.90404
470.8981,24.9,Cu1O16N9C2H2,470.89145
470.8981,24.9,Cu1O17N6C4H4,470.89281
470.91105,69.1,Cu1O15N10C2H4,470.91527
470.91105,69.1,Cu1O16N8C3H4,470.90404
470.91545,52.4,Cu1O15N10C2H4,470.91527
470.92133,60.9,Cu1O15N10C2H4,470.91527
471.76901,22.1,Cu2O17N1C5,471.77574
471.76901,22.1,Cu2O19N3,471.7717
471.80588,27.3,Cu2O14N7C2,471.80943
471.80588,27.3,Cu2O15N4C4H2,471.81079
471.80588,27.3,Cu2O15N5C3,471.7982
471.80588,27.3,Cu2O16N2C5H2,471.79956
471.80588,27.3,Cu2O18N3C1H4,471.80811
471.82095,30.9,Cu2O13N9C1,471.82066
471.82095,30.9,Cu2O14N6C3H2,471.82202
471.82095,30.9,Cu2O15N3C5H4,471.82338
471.82095,30.9,Cu2O17N5H4,471.81934
471.84161,24.6,Cu1O20N2C5H1,471.84177
471.84161,24.6,Cu2O10N9C5,471.83593
471.84161,24.6,Cu2O12N10C1H2,471.84448
471.84161,24.6,Cu2O13N7C3H4,471.84584
471.84161,24.6,Cu2O14N5C4H4,471.83461
471.85574,20.0,Cu1O18N6C3H1,471.86423
471.85574,20.0,Cu1O19N3C5H3,471.86559
471.85574,20.0,Cu1O19N4C4H1,471.853
471.85574,20.0,Cu2O9N10C5H2,471.85975
471.85574,20.0,Cu2O12N9C2H4,471.85707
471.89178,19.5,Cu1O13N10C5H1,471.90196
471.89178,19.5,Cu1O16N9C2H3,471.89928
471.89178,19.5,Cu1O16N10C1H1,471.88669
471.89178,19.5,Cu1O17N6C4H5,471.90064
471.89178,19.5,Cu1O17N7C3H3,471.88805
471.89178,19.5,Cu1O18N4C5H5,471.88941
471.89178,19.5,Cu1O20N6H5,471.88537
471.9167,649.5,Cu1O15N10C2H5,471.9231
471.9167,649.5,Cu1O16N8C3H5,471.91187
472.77376,847.0,Cu2O17N1C5H1,472.78357
472.77376,847.0,Cu2O19N3H1,472.77953
472.77376,847.0,Cu2O20N1C1H1,472.7683
472.78266,510.8,Cu2O17N1C5H1,472.78357
472.78266,510.8,Cu2O19N2C1H3,472.79212
472.78266,510.8,Cu2O19N3H1,472.77953
472.87271,21.3,Cu1O17N9C1,472.8707
472.87271,21.3,Cu1O18N6C3H2,472.87206
472.87271,21.3,Cu1O19N3C5H4,472.87342
472.87271,21.3,Cu2O9N10C5H3,472.86758
472.87271,21.3,Cu2O12N9C2H5,472.8649
472.89197,17.0,Cu1O14N9C5,472.88597
472.89197,17.0,Cu1O16N10C1H2,472.89452
472.89197,17.0,Cu1O17N7C3H4,472.89588
472.89197,17.0,Cu1O18N5C4H4,472.88465
473.82242,29.5,Cu2O11N8C5,473.82777
473.82242,29.5,Cu2O13N10,473.82373
473.82242,29.5,Cu2O14N7C2H2,473.82509
473.82242,29.5,Cu2O15N4C4H4,473.82645
473.82242,29.5,Cu2O16N2C5H4,473.81522
473.90182,20.7,Cu1O14N9C5H1,473.8938
473.90182,20.7,Cu1O16N10C1H3,473.90235
473.90182,20.7,Cu1O17N7C3H5,473.90371
473.9136,340.5,Cu1O13N10C5H3,473.91762
473.9136,340.5,Cu1O16N9C2H5,473.91494
473.92432,26.4,Cu1O13N10C5H3,473.91762
474.76117,19.4,Cu2O20N2H1,474.77137
474.76877,25.7,Cu2O20N2H1,474.77137
474.79218,24.5,Cu2O16N4C3H1,474.79787
474.79218,24.5,Cu2O17N1C5H3,474.79923
474.79218,24.5,Cu2O17N2C4H1,474.78664
474.79218,24.5,Cu2O19N3H3,474.79519
474.79218,24.5,Cu2O20N1C1H3,474.78396
474.92618,215.0,Cu1O13N10C5H4,474.92545
474.92969,20.2,Cu1O13N10C5H4,474.92545
475.78201,113.6,Cu2O17N3C3,475.78188
475.78201,113.6,Cu2O20N1C1H4,475.79179
475.78201,113.6,Cu2O20N2H2,475.7792
475.79684,25.1,Cu2O15N7C1,475.80434
475.79684,25.1,Cu2O16N4C3H2,475.8057
475.79684,25.1,Cu2O16N5C2,475.79311
475.79684,25.1,Cu2O17N1C5H4,475.80706
475.79684,25.1,Cu2O17N2C4H2,475.79447
475.79684,25.1,Cu2O19N3H4,475.80302
475.79684,25.1,Cu2O20N1C1H4,475.79179
475.9109,186.6,Cu1O14N9C5H3,475.90946
475.9109,186.6,Cu1O16N10C1H5,475.91801
475.9109,186.6,Cu1O17N8C2H5,475.90678
476.78265,22.6,Cu2O17N3C3H1,476.78971
476.78265,22.6,Cu2O18N1C4H1,476.77848
476.78265,22.6,Cu2O20N2H3,476.78703
476.79755,16.4,Cu2O16N5C2H1,476.80094
476.79755,16.4,Cu2O17N2C4H3,476.8023
476.79755,16.4,Cu2O17N3C3H1,476.78971
476.79755,16.4,Cu2O20N1C1H5,476.79962
476.8121,24.7,Cu2O15N7C1H1,476.81217
476.8121,24.7,Cu2O16N4C3H3,476.81353
476.8121,24.7,Cu2O17N1C5H5,476.81489
476.8121,24.7,Cu2O19N3H5,476.81085
476.81769,27.9,Cu2O12N7C5H1,476.82744
476.81769,27.9,Cu2O14N9H1,476.8234
476.81769,27.9,Cu2O15N6C2H3,476.82476
476.81769,27.9,Cu2O15N7C1H1,476.81217
476.81769,27.9,Cu2O16N3C4H5,476.82612
476.81769,27.9,Cu2O16N4C3H3,476.81353
476.81769,27.9,Cu2O17N1C5H5,476.81489
476.81769,27.9,Cu2O19N3H5,476.81085
476.89282,35.5,Cu1O15N8C5H2,476.89347
476.89282,35.5,Cu1O17N9C1H4,476.90202
476.89282,35.5,Cu1O17N10H2,476.88943
476.89282,35.5,Cu1O18N7C2H4,476.89079
476.92357,72.8,Cu1O14N9C5H4,476.91729
478.77792,902.4,Cu2O18N2C3H1,478.78155
478.78129,34.2,Cu2O18N2C3H1,478.78155
478.78474,141.7,Cu2O17N4C2H1,478.79278
478.78474,141.7,Cu2O18N1C4H3,478.79414
478.78474,141.7,Cu2O18N2C3H1,478.78155
478.79064,15233.6,Cu2O17N4C2H1,478.79278
478.79064,15233.6,Cu2O18N1C4H3,478.79414
478.84698,22.3,Cu1O19N8,478.85745
478.84698,22.3,Cu1O20N6C1,478.84622
478.84698,22.3,Cu2O11N9C4H3,478.85433
478.84698,22.3,Cu2O11N10C3H1,478.84174
478.84698,22.3,Cu2O12N7C5H3,478.8431
478.84698,22.3,Cu2O14N8C1H5,478.85165
478.84698,22.3,Cu2O14N9H3,478.83906
478.84698,22.3,Cu2O15N6C2H5,478.84042
478.85809,47.8,Cu1O17N6C5,478.86149
478.85809,47.8,Cu1O19N8,478.85745
478.85809,47.8,Cu1O20N5C2H2,478.85881
478.85809,47.8,Cu2O11N8C5H5,478.86692
478.85809,47.8,Cu2O11N9C4H3,478.85433
478.85809,47.8,Cu2O13N10H5,478.86288
478.85809,47.8,Cu2O14N8C1H5,478.85165
478.89721,52.3,Cu1O15N9C4H2,478.89654
478.89721,52.3,Cu1O17N10H4,478.90509
478.89721,52.3,Cu1O18N8C1H4,478.89386
479.78103,47.3,Cu2O17N5C1,479.78802
479.78103,47.3,Cu2O18N2C3H2,479.78938
479.78103,47.3,Cu2O18N3C2,479.77679
479.78378,21.4,Cu2O17N5C1,479.78802
479.78378,21.4,Cu2O18N2C3H2,479.78938
479.78378,21.4,Cu2O18N3C2,479.77679
479.78836,210.3,Cu2O17N5C1,479.78802
479.78836,210.3,Cu2O18N2C3H2,479.78938
479.79376,64.1,Cu2O14N5C5,479.80329
479.79376,64.1,Cu2O16N7,479.79925
479.79376,64.1,Cu2O17N4C2H2,479.80061
479.79376,64.1,Cu2O17N5C1,479.78802
479.79376,64.1,Cu2O18N1C4H4,479.80197
479.79376,64.1,Cu2O18N2C3H2,479.78938
479.89066,24.7,Cu1O15N10C3H1,479.89178
479.89066,24.7,Cu1O16N7C5H3,479.89314
479.89066,24.7,Cu1O18N9H3,479.8891
479.89066,24.7,Cu1O19N6C2H5,479.89046
480.78639,1842.0,Cu2O17N5C1H1,480.79585
480.78639,1842.0,Cu2O18N3C2H1,480.78462
480.79526,17.6,Cu2O17N5C1H1,480.79585
480.79526,17.6,Cu2O18N2C3H3,480.79721
480.80856,34.4,Cu2O14N5C5H1,480.81112
480.80856,34.4,Cu2O16N7H1,480.80708
480.80856,34.4,Cu2O17N4C2H3,480.80844
480.80856,34.4,Cu2O18N1C4H5,480.8098
480.81799,25.5,Cu2O13N7C4H1,480.82235
480.81799,25.5,Cu2O14N5C5H1,480.81112
480.81799,25.5,Cu2O16N6C1H3,480.81967
480.81799,25.5,Cu2O17N3C3H5,480.82103
480.81799,25.5,Cu2O18N1C4H5,480.8098
480.9169,21.5,Cu1O15N9C4H4,480.9122
481.84326,26.6,Cu2O12N9C3H2,481.84141
481.84326,26.6,Cu2O13N6C5H4,481.84277
481.84326,26.6,Cu2O15N8H4,481.83873
482.79077,10.7,Cu2O17N6H1,482.79892
482.79077,10.7,Cu2O18N3C2H3,482.80028
482.79077,10.7,Cu2O18N4C1H1,482.78769
482.79077,10.7,Cu2O19N1C3H3,482.78905
482.90286,11.1,Cu1O16N8C4H4,482.90404
483.75238,28.3,Cu2O20N1C2,483.76047
483.79709,17.7,Cu2O15N5C4,483.7982
483.79709,17.7,Cu2O17N6H2,483.80675
483.79709,17.7,Cu2O18N4C1H2,483.79552
483.79709,17.7,Cu2O19N1C3H4,483.79688
483.80997,27.2,Cu2O13N9C2,483.82066
483.80997,27.2,Cu2O14N7C3,483.80943
483.80997,27.2,Cu2O15N4C5H2,483.81079
483.80997,27.2,Cu2O17N5C1H4,483.81934
483.80997,27.2,Cu2O17N6H2,483.80675
483.80997,27.2,Cu2O18N3C2H4,483.80811
483.82956,28.0,Cu2O13N8C3H2,483.83325
483.82956,28.0,Cu2O14N5C5H4,483.83461
483.82956,28.0,Cu2O14N6C4H2,483.82202
483.82956,28.0,Cu2O16N7H4,483.83057
484.77603,22.1,Cu2O19N3C1H1,484.77953
484.77603,22.1,Cu2O20N1C2H1,484.7683
484.79553,28.6,Cu2O15N5C4H1,484.80603
484.79553,28.6,Cu2O16N3C5H1,484.7948
484.79553,28.6,Cu2O18N4C1H3,484.80335
484.79553,28.6,Cu2O18N5H1,484.79076
484.79553,28.6,Cu2O19N1C3H5,484.80471
484.79553,28.6,Cu2O19N2C2H3,484.79212
484.88116,9.4,Cu1O17N8C3H2,484.88329
484.88116,9.4,Cu1O18N5C5H4,484.88465
484.88116,9.4,Cu1O20N7H4,484.88061
485.86624,34.2,Cu1O18N7C3H1,485.8673
485.86624,34.2,Cu1O19N4C5H3,485.86866
485.86624,34.2,Cu2O12N10C2H4,485.86014
486.76731,150.4,Cu2O20N2C1H1,486.77137
486.77314,76.0,Cu2O19N4H1,486.7826
486.77314,76.0,Cu2O20N1C2H3,486.78396
486.77314,76.0,Cu2O20N2C1H1,486.77137
486.77723,64.4,Cu2O17N2C5H1,486.78664
486.77723,64.4,Cu2O19N4H1,486.7826
486.77723,64.4,Cu2O20N1C2H3,486.78396
486.77723,64.4,Cu2O20N2C1H1,486.77137
486.8053,38.4,Cu2O15N6C3H1,486.8091
486.8053,38.4,Cu2O16N3C5H3,486.81046
486.8053,38.4,Cu2O16N4C4H1,486.79787
486.8053,38.4,Cu2O18N5H3,486.80642
486.8053,38.4,Cu2O19N2C2H5,486.80778
486.85095,26.2,Cu1O19N6C3,486.85131
486.85095,26.2,Cu1O20N3C5H2,486.85267
486.85095,26.2,Cu2O10N10C5H1,486.84683
486.85095,26.2,Cu2O13N8C3H5,486.85674
486.85095,26.2,Cu2O13N9C2H3,486.84415
